index,Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
4315,SGU Stargate Universe,1989,7.6,48992,Drama; Sci-Fi,43,Series,Not Rated,40,Mild,Mild,Mild,Mild,Mild
4316,Polytechnique,2009,7.2,15125,Crime; Drama; History,77,Film,Not Rated,-,None,Severe,Mild,Mild,Severe
4317,Haute tension,2003,6.8,70045,Horror,91,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
4318,Insurgent,2015,6.2,226861,Action; Adventure; Sci-Fi,119,Film,PG-13,-,Mild,Moderate,Mild,None,Moderate
4319,Bojwagwan,2015,7.9,397,Drama,60,Series,None,20,No Rate,No Rate,No Rate,No Rate,No Rate
4320,The Spirit,2008,4.8,60537,Action; Crime; Fantasy,103,Film,PG-13,-,Mild,Severe,Moderate,Moderate,Severe
4321,Krull,1983,6.1,31840,Action; Adventure; Fantasy,116,Film,PG,-,None,Mild,None,None,Moderate
4322,The Apartment,1960,8.3,172677,Comedy; Drama; Romance,125,Film,Approved,-,Mild,Mild,None,Mild,Mild
4323,The Six Million Dollar Man,1960,7.1,10364,Action; Crime; Drama,60,Series,TV-PG,99,No Rate,No Rate,No Rate,No Rate,No Rate
4324,The Island of Dr. Moreau,1996,4.6,32645,Horror; Sci-Fi; Thriller,96,Film,PG-13,-,Mild,Severe,Mild,Mild,Moderate
4325,Royal Pains,1996,7.1,20332,Comedy; Drama,42,Series,TV-PG,104,Mild,Mild,None,Mild,Moderate
4326,Constantine,1996,7.5,51142,Crime; Drama; Fantasy,43,Series,TV-14,13,Mild,Moderate,Mild,Moderate,Moderate
4327,Stripes,1981,6.9,69283,Comedy; War,106,Film,R,-,Moderate,Mild,Moderate,Mild,None
4328,Anon,2018,6.1,41062,Crime; Sci-Fi; Thriller,100,Film,TV-MA,-,Severe,Moderate,Moderate,Moderate,Moderate
4329,The Lorax,2012,6.4,104931,Animation; Adventure; Comedy,86,Film,PG,-,None,Mild,None,None,Mild
4330,The Report,2019,7.2,38746,Biography; Crime; Drama,119,Film,R,-,Mild,Severe,Moderate,None,Moderate
4331,True History of the Kelly Gang,2019,6.0,9824,Biography; Crime; Drama,124,Film,R,-,Moderate,Severe,Severe,Mild,Severe
4332,Movin' with Nancy,1967,7.5,231,Music,60,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4333,Hard Candy,2005,7.1,157776,Drama; Thriller,104,Film,R,-,Moderate,Moderate,Moderate,Mild,Severe
4334,Spontaneous,2020,6.5,10096,Comedy; Horror; Romance,101,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4335,A Star Is Born,1976,6.1,10918,Drama; Music; Romance,139,Film,R,-,Mild,None,Moderate,Moderate,None
4336,The White House Plumbers,1976,0.0,0,Biography; Drama; History,0,Series,None,5,No Rate,No Rate,No Rate,No Rate,No Rate
4337,The Bourne Supremacy,2004,7.7,447254,Action; Mystery; Thriller,108,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
4338,The Thomas Crown Affair,1999,6.9,90049,Crime; Romance; Thriller,113,Film,R,-,Moderate,None,Mild,Mild,None
4339,No Escape,2015,6.8,82893,Action; Thriller,103,Film,R,-,None,Severe,Moderate,Mild,Severe
4340,Highlander,2015,7.2,15051,Action; Adventure; Fantasy,60,Series,TV-14,119,Mild,Moderate,Mild,Mild,Moderate
4341,Grown-ish,2015,6.3,4842,Comedy; Drama,22,Series,TV-14,60,Moderate,None,Moderate,Moderate,None
4342,Paterson,2016,7.4,76293,Comedy; Drama; Romance,118,Film,R,-,None,None,Mild,Mild,None
4343,The Heat,2013,6.6,166846,Action; Comedy; Crime,117,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
4344,Escape from L.A.,1996,5.7,72505,Action; Adventure; Sci-Fi,101,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
4345,The Obscure Life of the Grand Duke of Corsica,2021,4.8,170,Comedy; Drama,93,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4346,The Words,2012,7.0,76551,Drama; Mystery; Romance,102,Film,PG-13,-,Mild,Mild,Mild,Mild,None
4347,Spy Kids 2: Island of Lost Dreams,2002,5.2,64885,Action; Adventure; Comedy,100,Film,PG,-,None,Mild,Mild,Mild,Mild
4348,Muhtesem Yüzyil,2002,6.7,16131,Biography; Drama; History,90,Series,None,219,No Rate,No Rate,No Rate,No Rate,No Rate
4349,Serpico,1973,7.7,117127,Biography; Crime; Drama,130,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
4350,Out of the Furnace,2013,6.8,111654,Action; Crime; Drama,116,Film,R,-,None,Severe,Severe,Severe,Severe
4351,Call Me Kat,2013,5.1,4552,Comedy,21,Series,TV-PG,14,Mild,None,None,Mild,None
4352,Doom,2005,5.2,110995,Action; Horror; Sci-Fi,105,Film,R,-,Mild,Severe,Severe,Mild,Moderate
4353,Songwriter,1984,6.3,704,Drama; Music,94,Film,R,-,Mild,Mild,Mild,Moderate,None
4354,The Lair of the White Worm,1988,5.9,12054,Comedy; Horror,93,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
4355,Blue Lagoon: The Awakening,2012,5.5,14299,Drama; Romance,85,Film,TV-14,-,Mild,Mild,Mild,None,Mild
4356,Dug Days,2012,8.3,2275,Animation; Short; Adventure,0,Series,TV-G,5,No Rate,Mild,No Rate,No Rate,No Rate
4357,Up the Junction,1968,6.9,861,Drama,119,Film,R,-,No Rate,No Rate,No Rate,Mild,Mild
4358,Unfriended,2014,5.5,72549,Horror; Mystery; Thriller,83,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
4359,À bout de souffle,1960,7.8,77529,Crime; Drama,90,Film,Not Rated,-,Mild,Mild,Moderate,Moderate,None
4360,The Split,1960,7.7,4566,Drama,60,Series,TV-MA,17,No Rate,No Rate,No Rate,No Rate,No Rate
4361,Penguin Bloom,2020,6.8,8403,Drama,95,Film,TV-14,-,None,Mild,None,None,Moderate
4362,Jeune et jolie,2013,6.7,33851,Drama; Romance,95,Film,Not Rated,-,Severe,Mild,Mild,Mild,Mild
4363,You Don't Mess with the Zohan,2008,5.5,196120,Comedy,113,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None
4364,Mieruko-chan,2008,7.4,132,Animation; Comedy; Fantasy,24,Series,PG-13,12,No Rate,No Rate,No Rate,No Rate,No Rate
4365,The Fugitive,2008,8.1,3696,Adventure; Crime; Drama,51,Series,None,120,No Rate,No Rate,No Rate,No Rate,No Rate
4366,The Human Centipede III (Final Sequence),2015,2.7,15932,Comedy; Horror,102,Film,Not Rated,-,Severe,Severe,Severe,Moderate,Severe
4367,The Survivor,2021,7.4,53,Biography; Drama,129,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4368,Dream Horse,2020,6.9,2633,Biography; Comedy; Drama,113,Film,PG,-,None,Mild,Mild,Moderate,Mild
4369,Ted 2,2015,6.3,195412,Comedy,115,Film,R,-,Moderate,Mild,Severe,Severe,Mild
4370,Pan,2015,5.7,62426,Adventure; Comedy; Family,111,Film,PG,-,None,Mild,Mild,None,Moderate
4371,Rat Race,2001,6.4,112517,Action; Adventure; Comedy,112,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
4372,Waiting for the Barbarians,2019,5.9,9456,Drama,112,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4373,The Little Hours,2017,5.8,21713,Comedy; Romance,90,Film,R,-,Moderate,Mild,Severe,Mild,Mild
4374,Auf Wiedersehen Pet,2017,8.4,3229,Comedy; Drama,60,Series,None,40,No Rate,No Rate,No Rate,No Rate,No Rate
4375,Blast from the Past,1999,6.6,62518,Comedy; Drama; Romance,112,Film,PG-13,-,Mild,None,Mild,Mild,Mild
4376,Liar Game,1999,8.0,1856,Drama,36,Series,None,21,No Rate,No Rate,No Rate,No Rate,No Rate
4377,The Pact,1999,6.8,2219,Thriller,60,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate
4378,The Hours,2002,7.5,128263,Drama; Romance,110,Film,PG-13,-,None,None,Mild,Mild,Moderate
4379,The Woman in Black,2012,6.4,178555,Drama; Fantasy; Horror,95,Film,PG-13,-,None,Moderate,Mild,Mild,Severe
4380,Erkenci Kus,2012,7.4,6471,Comedy; Romance,120,Series,None,51,No Rate,No Rate,No Rate,No Rate,No Rate
4381,The Black Book,2021,3.3,69,Horror,75,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4382,The House Bunny,2008,5.5,81811,Comedy; Romance,97,Film,PG-13,-,Mild,None,Mild,Mild,None
4383,Intelligence,2008,6.2,3221,Comedy,0,Series,TV-MA,12,Mild,No Rate,Moderate,No Rate,No Rate
4384,UFO,2008,7.9,3204,Action; Sci-Fi,45,Series,TV-PG,26,Mild,Mild,Mild,Moderate,Moderate
4385,Trial by Fire,2018,7.1,8688,Biography; Drama,127,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
4386,Swordfish,2001,6.5,181964,Action; Crime; Thriller,99,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
4387,The Endless,2017,6.5,38549,Drama; Fantasy; Horror,111,Film,Not Rated,-,None,Mild,Severe,Mild,Moderate
4388,The Other Woman,2014,6.0,135373,Comedy; Romance,109,Film,PG-13,-,Mild,Mild,Moderate,Moderate,None
4389,The Night Shift,2014,7.4,11660,Drama; Romance,42,Series,TV-14,45,Mild,Severe,Mild,Mild,Moderate
4390,Grizzly II: The Predator,2020,3.2,817,Horror; Music; Thriller,74,Film,Not Rated,-,No Rate,Severe,Moderate,No Rate,No Rate
4391,Deception,2018,7.5,8745,Crime; Drama; Mystery,41,Series,TV-PG,13,None,Moderate,Mild,Mild,Mild
4392,Leave No Trace,2018,7.2,55534,Adventure; Drama,109,Film,PG,-,None,Mild,None,Mild,Mild
4393,WolfWalkers,2020,8.1,25963,Animation; Adventure; Family,103,Film,PG,-,None,Mild,None,None,Mild
4394,The Machine,2020,0.0,0,Action; Comedy,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4395,Platinum End,2020,8.3,200,Animation; Action; Drama,0,Series,None,4,No Rate,No Rate,No Rate,No Rate,No Rate
4396,The Suite Life of Zack & Cody,2020,6.6,34598,Comedy; Family,30,Series,TV-G,87,None,None,None,None,Mild
4397,Ying xiong,2002,7.9,177804,Action; Adventure; History,120,Film,PG-13,-,Mild,Moderate,None,None,Mild
4398,Once Bitten,1985,5.5,14195,Comedy; Drama; Fantasy,94,Film,PG-13,-,Mild,Mild,Mild,Moderate,Mild
4399,The Nest,2020,6.3,10278,Drama; Romance,107,Film,R,-,Moderate,Mild,Moderate,Moderate,None
4400,Miss Fisher's Murder Mysteries,2020,8.3,14823,Crime; Drama; Mystery,60,Series,TV-PG,34,Mild,Mild,Mild,Mild,Mild
4401,Shaft,2019,6.4,49598,Action; Comedy; Crime,111,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
4402,Hail Caesar!,2016,6.3,129030,Comedy; Drama; Music,106,Film,PG-13,-,None,Mild,Mild,Mild,None
4403,The Exorcist,2023,0.0,0,Horror,121,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4404,Jonathan Creek,2023,8.1,7069,Comedy; Crime; Drama,60,Series,TV-MA,32,Moderate,Moderate,Moderate,No Rate,Mild
4405,Me Myself & Irene,2000,6.6,230337,Comedy,116,Film,R,-,Moderate,Moderate,Severe,Mild,Mild
4406,A River Runs Through It,1992,7.2,56009,Drama,123,Film,PG,-,Mild,Mild,Mild,Mild,Mild
4407,Villains,2019,6.2,11567,Comedy; Drama; Horror,90,Film,R,-,Mild,Moderate,Severe,Moderate,Moderate
4408,Foxcatcher,2014,7.0,138695,Biography; Drama; History,134,Film,R,-,Mild,Moderate,Mild,Moderate,Moderate
4409,Flatliners,2017,5.2,45051,Drama; Horror; Mystery,109,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
4410,Drake & Josh,2017,7.7,37566,Comedy; Family,23,Series,TV-Y7,57,None,Mild,None,None,None
4411,Glengarry Glen Ross,1992,7.7,101084,Crime; Drama; Mystery,100,Film,R,-,None,None,Severe,Mild,None
4412,Becky,2020,5.9,14816,Action; Crime; Drama,93,Film,R,-,None,Severe,Moderate,None,Moderate
4413,Adrift,2018,6.6,52099,Action; Adventure; Biography,96,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
4414,Destroyer,2018,6.2,27709,Action; Crime; Drama,121,Film,R,-,Moderate,Moderate,Severe,Moderate,Moderate
4415,Chappelle's Show,2018,8.7,59031,Comedy; Music,22,Series,TV-MA,33,Moderate,Mild,Severe,Moderate,None
4416,In the Shadow of the Moon,2019,6.2,46340,Crime; Mystery; Sci-Fi,115,Film,TV-MA,-,Mild,Moderate,Moderate,Mild,Mild
4417,Real World/Road Rules Challenge,2019,7.7,2924,Adventure; Game-Show; Reality-TV,30,Series,TV-14,576,Severe,Mild,Severe,Moderate,Mild
4418,Alter Ego,2019,3.3,163,Reality-TV,0,Series,TV-PG,4,No Rate,No Rate,No Rate,No Rate,No Rate
4419,Cinderella Man,2005,8.0,181770,Biography; Drama; History,144,Film,PG-13,-,None,Moderate,Moderate,Mild,Moderate
4420,Asteroid City,2022,0.0,0,Comedy; Romance,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4421,Alone,2022,8.4,4175,Documentary; Reality-TV,44,Series,TV-14,92,None,Moderate,Mild,No Rate,No Rate
4422,Undone,2022,8.2,16148,Animation; Drama; Fantasy,23,Series,TV-MA,9,Mild,Moderate,Moderate,Mild,Moderate
4423,Project Blue Book,2022,7.7,11908,Drama; Mystery; Sci-Fi,45,Series,TV-14,20,Mild,Moderate,Mild,Mild,Moderate
4424,Starsky and Hutch,2022,7.0,8618,Action; Crime; Drama,60,Series,None,92,No Rate,No Rate,No Rate,No Rate,No Rate
4425,Tales of the Unexpected,2022,7.7,1873,Comedy; Drama; Horror,25,Series,None,112,No Rate,No Rate,No Rate,No Rate,No Rate
4426,Sputnik,2020,6.4,21193,Drama; Horror; Mystery,113,Film,Not Rated,-,Mild,Severe,None,None,Moderate
4427,Tea and Sympathy,1956,7.3,2576,Drama,122,Film,Approved,-,No Rate,No Rate,No Rate,No Rate,No Rate
4428,Diet of Sex,2014,4.6,1911,Comedy; Drama; Romance,72,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4429,Dark Skies,2013,6.3,73503,Horror; Sci-Fi; Thriller,97,Film,PG-13,-,Mild,Moderate,Mild,Mild,Severe
4430,Argylle,2022,0.0,0,Action,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4431,Bloody Hell,2020,6.6,4760,Action; Comedy; Horror,93,Film,R,-,None,Moderate,Severe,Mild,Moderate
4432,Cat People,1982,6.2,20284,Fantasy; Horror; Thriller,118,Film,R,-,Moderate,Moderate,Mild,None,Moderate
4433,The Purge: Election Year,2016,6.0,95721,Action; Horror; Sci-Fi,108,Film,R,-,Mild,Severe,Severe,Mild,Severe
4434,Despicable Me 3,2017,6.3,122713,Animation; Adventure; Comedy,89,Film,PG,-,Mild,Mild,Mild,None,Mild
4435,Nurse 3-D,2013,4.5,10200,Horror; Thriller,84,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
4436,Mou gaan dou,2002,8.0,121532,Action; Crime; Drama,101,Film,R,-,None,Moderate,Mild,Moderate,Moderate
4437,The Break-Up,2006,5.8,129197,Comedy; Drama; Romance,106,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
4438,The Mighty Ducks: Game Changers,2006,7.5,4049,Comedy; Drama; Sport,0,Series,TV-PG,11,None,None,Mild,Mild,None
4439,Bugsy Malone,1976,6.8,17228,Comedy; Crime; Family,93,Film,G,-,None,None,None,Mild,None
4440,Cyst,2020,4.5,272,Comedy; Horror; Sci-Fi,69,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4441,To the Lake,2019,7.3,11279,Drama; Sci-Fi; Thriller,0,Series,TV-MA,9,Moderate,Severe,Moderate,Moderate,Moderate
4442,Touched by an Angel,2019,6.0,6766,Drama; Family; Fantasy,60,Series,TV-G,211,None,Mild,Mild,Mild,Mild
4443,Durante la tormenta,2018,7.4,49608,Drama; Fantasy; Mystery,128,Film,TV-MA,-,Mild,Mild,Mild,Mild,Mild
4444,High Noon,1952,8.0,101009,Drama; Thriller; Western,85,Film,PG,-,None,Mild,None,Mild,Mild
4445,Joey,1952,6.0,42116,Comedy; Romance,22,Series,TV-14,46,Mild,None,Mild,Mild,None
4446,The Benchwarmers,2006,5.5,49754,Comedy; Sport,85,Film,PG-13,-,Mild,Mild,Mild,Mild,None
4447,The Other Boleyn Girl,2008,6.7,108576,Biography; Drama; History,115,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
4448,Penteuhauseu,2008,8.1,1847,Crime; Drama; Mystery,70,Series,None,52,No Rate,No Rate,No Rate,No Rate,No Rate
4449,Green Acres,2008,7.2,6297,Comedy; Family,30,Series,TV-G,170,No Rate,No Rate,No Rate,No Rate,No Rate
4450,Dreamland,2019,5.8,4782,Drama; Thriller,98,Film,R,-,Moderate,Mild,Moderate,None,Mild
4451,The Golden Child,1986,6.0,54371,Action; Adventure; Comedy,94,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
4452,It Had to Be You,2000,5.7,1884,Comedy; Romance,96,Film,PG,-,No Rate,No Rate,No Rate,No Rate,No Rate
4453,Secondhand Lions,2003,7.5,55894,Comedy; Drama; Family,111,Film,PG,-,Mild,Mild,Mild,Mild,Mild
4454,Firebird,2021,7.8,2855,Drama; Romance,107,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4455,The Dragon Prince,2021,8.4,19443,Animation; Adventure; Drama,26,Series,TV-Y7,27,None,Mild,None,None,Mild
4456,Allegiant,2016,5.7,115284,Action; Adventure; Mystery,120,Film,PG-13,-,Mild,Mild,Mild,None,Mild
4457,Cam,2018,5.9,29553,Drama; Horror; Mystery,94,Film,TV-MA,-,Severe,Moderate,Moderate,Mild,Moderate
4458,Rush Hour 3,2007,6.2,160113,Action; Comedy; Crime,91,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Moderate
4459,Patriot Games,1992,6.9,107865,Action; Thriller,117,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
4460,Point Break,2015,5.3,60698,Action; Adventure; Crime,114,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
4461,Water,1985,6.1,2362,Adventure; Comedy; Drama,115,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
4462,Animal Kingdom,2010,7.3,56420,Crime; Drama,113,Film,R,-,None,Moderate,Severe,Severe,Moderate
4463,The Taking,2014,6.0,29133,Horror; Mystery; Thriller,90,Film,R,-,Mild,Moderate,Moderate,Mild,Severe
4464,The Bad Guys,2022,0.0,0,Animation; Adventure; Comedy,0,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4465,Judge Dredd,1995,5.6,114448,Action; Crime; Sci-Fi,96,Film,R,-,None,Severe,Mild,Mild,Moderate
4466,Sin-gwa ham-kke: Jwi-wa beol,2017,7.3,13707,Action; Drama; Fantasy,139,Film,Not Rated,-,None,Moderate,Moderate,Mild,Moderate
4467,Bull Durham,1988,7.1,51638,Comedy; Romance; Sport,108,Film,R,-,Moderate,Mild,Severe,Mild,None
4468,Blue's Clues,1988,6.9,5420,Animation; Comedy; Family,25,Series,TV-Y,176,None,None,None,None,None
4469,Dharma & Greg,1988,6.3,29509,Comedy; Romance,30,Series,TV-PG,119,Mild,Mild,Mild,Mild,None
4470,Ophelia,2018,6.6,9539,Drama; Romance; Thriller,114,Film,PG-13,-,Mild,Mild,None,None,Mild
4471,Lars and the Real Girl,2007,7.3,142000,Comedy; Drama; Romance,106,Film,PG-13,-,Mild,None,Mild,Mild,None
4472,The Skeleton Key,2005,6.5,110280,Drama; Horror; Mystery,104,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
4473,The Perfection,2018,6.2,39662,Drama; Horror; Music,90,Film,TV-MA,-,Moderate,Severe,Severe,Moderate,Severe
4474,I Dream Too Much,1935,5.4,563,Comedy; Romance; Musical,97,Film,Passed,-,Mild,Mild,None,Mild,None
4475,Frances Ha,2012,7.5,79230,Comedy; Drama; Romance,86,Film,R,-,Mild,None,Moderate,Mild,None
4476,Sin nombre,2009,7.6,32071,Adventure; Crime; Drama,96,Film,R,-,Moderate,Severe,Moderate,Moderate,Moderate
4477,Seulgirowun Gamppangsaenghwal,2009,8.4,2524,Comedy; Drama,90,Series,None,16,No Rate,No Rate,No Rate,No Rate,No Rate
4478,Boys Don't Cry,1999,7.5,95199,Biography; Crime; Drama,118,Film,R,-,Severe,Severe,Severe,Moderate,Severe
4479,Between Two Ferns: The Movie,2019,6.1,29180,Comedy,82,Film,TV-MA,-,Mild,Mild,Moderate,Mild,None
4480,Joe Dirt,2001,6.0,54504,Adventure; Comedy; Drama,91,Film,PG-13,-,Moderate,Mild,Moderate,Mild,Mild
4481,Now and Then,1995,6.8,28474,Comedy; Drama; Romance,100,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
4482,The Transporter,2002,6.8,293541,Action; Crime; Thriller,92,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
4483,The Wolf of Snow Hollow,2020,6.2,15505,Comedy; Horror; Mystery,83,Film,R,-,Mild,Severe,Severe,Moderate,Moderate
4484,Taeksi woonjunsa,2017,7.9,20311,Action; Drama; History,137,Film,Not Rated,-,None,Moderate,Mild,Mild,Moderate
4485,Outside the Wire,2021,5.4,38983,Action; Adventure; Fantasy,114,Film,R,-,None,Moderate,Severe,Mild,Moderate
4486,Ran,1985,8.2,119814,Action; Drama; War,162,Film,R,-,None,Severe,Mild,None,Moderate
4487,Disaster Movie,2008,1.9,89557,Comedy; Sci-Fi,87,Film,PG-13,-,Moderate,Severe,Severe,Severe,Severe
4488,Surge,2020,6.2,1354,Thriller,105,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4489,Hot Shots!,1991,6.8,103840,Action; Comedy,84,Film,PG-13,-,Mild,Mild,Moderate,Mild,None
4490,Waterloo Road,1991,7.2,3003,Drama; Romance,53,Series,TV-14,201,Mild,Mild,Mild,Moderate,Moderate
4491,Greek,1991,7.5,24014,Comedy; Drama; Family,60,Series,TV-14,74,No Rate,No Rate,No Rate,No Rate,No Rate
4492,Trolls,2016,6.5,76495,Animation; Adventure; Comedy,92,Film,PG,-,None,None,Mild,None,Mild
4493,Der Name der Rose,1986,7.7,105392,Crime; Drama; Mystery,130,Film,R,-,Moderate,Moderate,Mild,None,Moderate
4494,Short Circuit,1986,6.7,59570,Comedy; Family; Sci-Fi,98,Film,PG,-,Mild,Mild,Moderate,Mild,Mild
4495,The Proposition,2005,7.3,51575,Crime; Drama; Western,104,Film,R,-,Mild,Severe,Severe,Mild,Severe
4496,Doomsday,2008,5.9,75410,Action; Sci-Fi; Thriller,113,Film,R,-,Mild,Severe,Severe,Mild,Moderate
4497,Song to Song,2017,5.7,20192,Drama; Music; Romance,129,Film,R,-,Moderate,Mild,Moderate,Moderate,None
4498,Dragged Across Concrete,2018,6.9,42145,Action; Crime; Drama,158,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
4499,Get Smart,2008,6.5,210717,Action; Adventure; Comedy,110,Film,PG-13,-,Mild,Mild,Mild,None,Mild
4500,The Long Kiss Goodnight,1996,6.8,76733,Action; Crime; Drama,121,Film,R,-,Mild,Severe,Severe,Mild,Moderate
4501,Spinning Out,2020,7.6,12369,Drama; Sport,48,Series,TV-MA,10,Moderate,Mild,Moderate,Moderate,Mild
4502,Save Me,2020,7.7,5011,Drama; Mystery,270,Series,TV-MA,18,Mild,Mild,Moderate,Moderate,No Rate
4503,The Republic of Sarah,2021,5.6,723,Drama,0,Series,TV-14,13,No Rate,No Rate,No Rate,No Rate,No Rate
4504,Cocktail,1988,5.9,82400,Comedy; Drama; Romance,104,Film,R,-,Mild,Moderate,Moderate,Moderate,Mild
4505,10 Years,2011,6.1,25016,Comedy; Drama; Romance,110,Film,PG-13,-,Mild,None,Mild,Mild,None
4506,Scott & Bailey,2011,8.0,7743,Crime; Drama; Mystery,45,Series,TV-14,33,Mild,Mild,Moderate,Mild,No Rate
4507,House at the End of the Street,2012,5.6,75314,Drama; Horror; Thriller,101,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
4508,Luchshe chem lyudi,2012,7.4,7863,Drama; Sci-Fi,52,Series,None,16,No Rate,No Rate,No Rate,No Rate,No Rate
4509,Twist,2021,4.1,2261,Action; Drama,90,Film,R,-,Mild,Moderate,Moderate,Moderate,Mild
4510,Raven's Home,2021,7.3,2802,Comedy; Family,22,Series,TV-G,82,None,None,None,None,None
4511,Young Guns,1988,6.9,58138,Action; Western,107,Film,R,-,Mild,Moderate,Moderate,Moderate,Mild
4512,Yoga Hosers,2016,4.3,13280,Action; Comedy; Fantasy,88,Film,PG-13,-,Mild,Mild,Mild,Mild,No Rate
4513,The Postman,1997,6.1,71409,Action; Adventure; Drama,177,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
4514,Shin Evangelion Gekijôban,2021,8.1,6327,Animation; Action; Drama,154,Film,TV-MA,-,Moderate,Moderate,Mild,None,Severe
4515,Dumbo,2019,6.3,71014,Adventure; Family; Fantasy,112,Film,PG,-,None,Mild,None,None,Mild
4516,Posledniy bogatyr. Koren' Zla,2021,5.9,700,Adventure; Comedy; Family,121,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
4517,Step Up,2006,6.5,114396,Crime; Drama; Music,104,Film,PG-13,-,None,Mild,Mild,Mild,Mild
4518,World Trade Center,2006,5.9,81885,Drama; History; Thriller,129,Film,PG-13,-,None,Moderate,Moderate,Mild,Severe
4519,Cocomelon,2006,4.5,358,Animation; Comedy; Family,0,Series,TV-PG,80,None,None,None,None,Moderate
4520,Seventh Son,2014,5.5,74580,Action; Adventure; Fantasy,102,Film,PG-13,-,None,Moderate,Mild,Mild,Mild
4521,Failure to Launch,2006,5.6,77577,Comedy; Romance,97,Film,PG-13,-,Mild,Mild,Mild,Mild,None
4522,Out of Sight,1998,7.0,89535,Comedy; Crime; Drama,123,Film,R,-,Mild,Moderate,Severe,Mild,Mild
4523,Small Soldiers,1998,6.2,96238,Action; Adventure; Comedy,108,Film,PG-13,-,None,Mild,Mild,Mild,Mild
4524,Work in Progress,1998,7.2,1682,Comedy,30,Series,TV-MA,18,No Rate,No Rate,No Rate,No Rate,No Rate
4525,The Glass Castle,2017,7.1,31906,Biography; Drama,127,Film,PG-13,-,Mild,Mild,Moderate,Moderate,Moderate
4526,Revolver,2005,6.4,92713,Action; Crime; Drama,111,Film,R,-,Moderate,Severe,Severe,Moderate,Moderate
4527,Evan Almighty,2007,5.4,143357,Comedy; Family; Fantasy,96,Film,PG,-,Mild,Mild,Mild,None,None
4528,Cabin Fever,2002,5.6,76101,Horror,93,Film,R,-,Moderate,Severe,Severe,Moderate,Severe
4529,In Plain Sight,2002,7.3,11287,Crime; Drama; Mystery,60,Series,TV-14,61,No Rate,No Rate,No Rate,No Rate,No Rate
4530,37°2 le matin,1986,7.4,20377,Drama; Romance,185,Film,Unrated,-,Severe,Moderate,Moderate,Moderate,Moderate
4531,First Cow,2019,7.1,15010,Drama; Western,122,Film,PG-13,-,None,None,Mild,Mild,Mild
4532,The Brown Bunny,2003,5.0,15043,Drama,93,Film,Not Rated,-,Severe,Mild,Mild,Mild,None
4533,Snakes on a Plane,2006,5.4,136125,Action; Adventure; Crime,105,Film,R,-,Moderate,Moderate,Moderate,Moderate,Moderate
4534,The Bridges of Madison County,1995,7.6,77264,Drama; Romance,135,Film,PG-13,-,Moderate,None,Mild,Mild,None
